name,level,valid_from,valid_to,issued
Tunisia,4,2021-08-01,2021-10-01,2021-07-12
Tunisia,3,2021-11-01,2022-01-01,2021-10-18
Tunisia,4,2022-02-01,2022-04-01,2022-01-24
Tunisia,2,2022-05-01,,2022-04-20
Turkey,3,2018-03-01,2019-09-01,2018-01-12
Turkey,2,2019-10-01,2020-08-01,2019-09-05
Turkey,3,2020-09-01,2021-04-01,2020-08-26
Turkey,4,2021-05-01,2021-06-01,2021-04-20
Turkey,3,2021-07-01,2021-08-01,2021-06-17
Turkey,4,2021-09-01,2022-04-01,2021-08-16
Turkey,2,2022-05-01,,2022-04-19
Turkmenistan,1,2018-03-01,2020-03-01,2018-01-10
Turkmenistan,3,2020-04-01,2020-08-01,2020-03-31
Turkmenistan,4,2020-09-01,2022-04-01,2020-08-07
Turkmenistan,3,2022-05-01,2022-12-01,2022-04-20
Turkmenistan,2,2023-01-01,2024-01-01,2022-12-29
Turkmenistan,1,2024-02-01,,2024-01-22
Turks and Caicos,2,2018-03-01,2018-06-01,2018-01-10
Turks and Caicos Islands,2,2018-07-01,2020-08-01,2018-01-10
Turks and Caicos Islands,3,2020-09-01,2021-02-01,2020-08-06
Turks and Caicos Islands,4,2021-03-01,2021-06-01,2021-02-16
Turks and Caicos Islands,2,2021-07-01,2021-09-01,2021-06-16
Turks and Caicos Islands,3,2021-10-01,2022-01-01,2021-09-07
Turks and Caicos Islands,4,2022-02-01,2022-03-01,2022-01-18
Turks and Caicos Islands,3,2022-04-01,2022-04-01,2022-03-14
Turks and Caicos Islands,2,2022-05-01,,2022-04-18
Tuvalu,1,2018-03-01,2020-08-01,2018-01-10
Tuvalu,3,2020-09-01,2021-04-01,2020-08-06
Tuvalu,4,2021-05-01,2022-04-01,2021-04-20
Tuvalu,3,2022-05-01,2023-08-01,2022-04-18
Tuvalu,1,2023-09-01,,2023-08-09
Uganda,2,2018-03-01,2018-06-01,2018-01-10
Uganda,1,2018-07-01,2018-07-01,2018-01-10
Uganda,2,2018-08-01,2020-08-01,2018-01-10
Uganda,3,2020-09-01,2021-06-01,2020-08-06
Uganda,4,2021-07-01,2021-08-01,2021-06-28
Uganda,3,2021-09-01,2026-05-01,2021-08-23
Uganda,4,2026-06-01,,2026-05-17
Ukraine,2,2018-03-01,2020-08-01,2018-01-10
Ukraine,3,2020-09-01,2021-04-01,2020-08-24
Ukraine,4,2021-05-01,2021-06-01,2021-04-20
Ukraine,3,2021-07-01,2021-07-01,2021-06-16
Ukraine,2,2021-08-01,2021-09-01,2021-07-26
Ukraine,3,2021-10-01,2021-10-01,2021-09-21
Ukraine,4,2021-11-01,,2021-10-25
United Arab Emirates,1,2018-07-01,2020-08-01,2018-01-10
United Arab Emirates,3,2020-09-01,2021-04-01,2020-08-17
United Arab Emirates,4,2021-05-01,2021-09-01,2021-04-20
United Arab Emirates,3,2021-10-01,2021-11-01,2021-09-07
United Arab Emirates,1,2021-12-01,2022-01-01,2021-11-22
United Arab Emirates,4,2022-02-01,2022-03-01,2022-01-26
United Arab Emirates,3,2022-04-01,2023-02-01,2022-03-07
United Arab Emirates,2,2023-03-01,2026-03-01,2023-02-23
United Arab Emirates,3,2026-04-01,,2026-03-03
United Arab Emirates (UAE),1,2018-03-01,2018-06-01,2018-01-10
United Kingdom,2,2018-03-01,2020-08-01,2018-01-10
United Kingdom,3,2020-09-01,2021-04-01,2020-08-06
United Kingdom,4,2021-05-01,2021-05-01,2021-04-20
United Kingdom,3,2021-06-01,2021-07-01,2021-05-10
United Kingdom,4,2021-08-01,2022-04-01,2021-07-19
United Kingdom,2,2022-05-01,2025-08-01,2022-04-19
United Kingdom of Great Britain and Northern Ireland,2,2025-09-01,,2025-06-10
Uruguay,1,2018-03-01,2019-08-01,2018-01-10
Uruguay,2,2019-09-01,2020-08-01,2019-08-02
Uruguay,3,2020-09-01,2020-11-01,2020-08-06
Uruguay,2,2020-12-01,2020-12-01,2020-11-23
Uruguay,3,2021-01-01,2021-04-01,2020-12-14
Uruguay,4,2021-05-01,2021-08-01,2021-04-20
Uruguay,3,2021-09-01,2022-01-01,2021-08-16
Uruguay,4,2022-02-01,2022-04-01,2022-01-18
Uruguay,2,2022-05-01,,2022-04-18
Uzbekistan,1,2018-03-01,2020-08-01,2018-01-10
Uzbekistan,3,2020-09-01,2021-04-01,2020-08-06
Uzbekistan,4,2021-05-01,2022-04-01,2021-04-21
Uzbekistan,1,2022-05-01,,2022-04-18
Vanuatu,1,2018-03-01,2020-08-01,2018-01-10
Vanuatu,3,2020-09-01,2020-11-01,2020-08-06
Vanuatu,2,2020-12-01,2021-04-01,2020-11-23
Vanuatu,4,2021-05-01,2022-04-01,2021-04-20
Vanuatu,3,2022-05-01,2022-07-01,2022-04-18
Vanuatu,1,2022-08-01,2024-12-01,2022-07-05
Vanuatu,3,2025-01-01,2025-05-01,2024-12-20
Vanuatu,1,2025-06-01,,2025-05-22
Vatican City (Holy See),2,2025-09-01,,2025-05-23
Venezuela,3,2018-03-01,2019-01-01,2018-01-10
Venezuela,4,2019-02-01,2026-03-01,2019-01-29
Venezuela,3,2026-04-01,,2026-03-19
Vietnam,1,2018-03-01,2020-08-01,2018-01-10
Vietnam,3,2020-09-01,2020-10-01,2020-08-06
Vietnam,2,2020-11-01,2021-08-01,2020-10-05
Vietnam,3,2021-09-01,2022-02-01,2021-08-09
Vietnam,4,2022-03-01,2022-04-01,2022-02-28
Vietnam,1,2022-05-01,,2022-04-18
West Bank,3,2025-09-01,2026-02-01,2025-01-17
Yemen,4,2018-03-01,,2018-01-10
Zambia,1,2018-03-01,2020-08-01,2018-01-10
Zambia,3,2020-09-01,2021-05-01,2020-08-06
Zambia,2,2021-06-01,2021-06-01,2021-05-17
Zambia,4,2021-07-01,2021-08-01,2021-06-28
Zambia,3,2021-09-01,2021-09-01,2021-08-02
Zambia,2,2021-10-01,2021-10-01,2021-09-21
Zambia,1,2021-11-01,2022-01-01,2021-10-18
Zambia,3,2022-02-01,2022-03-01,2022-01-10
Zambia,2,2022-04-01,2022-04-01,2022-03-21
Zambia,1,2022-05-01,,2022-04-19
Zimbabwe,2,2018-03-01,2020-08-01,2018-01-10
Zimbabwe,3,2020-09-01,2021-04-01,2020-08-06
Zimbabwe,2,2021-05-01,2021-07-01,2021-04-21
Zimbabwe,4,2021-08-01,2021-08-01,2021-07-19
Zimbabwe,3,2021-09-01,2021-09-01,2021-08-30
Zimbabwe,2,2021-10-01,2021-11-01,2021-09-27
Zimbabwe,4,2021-12-01,2022-01-01,2021-11-27
Zimbabwe,3,2022-02-01,2022-04-01,2022-01-10
Zimbabwe,2,2022-05-01,,2022-04-19
